i,data.theta_m1,data.theta_l1,data.delta_theta_r1,data.Trr_ad,data.theta_m2,data.theta_l2,data.delta_theta_r2,data.Trr_cf
33,23.09765625,9.719970703125,13.377685546875,0.24899999797344208,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
34,24.810468673706055,10.47601318359375,14.334455490112305,0.32099997997283936,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
35,25.34765625,10.72796630859375,14.61968994140625,0.3479999899864197,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
36,26.308124542236328,11.15997314453125,15.148151397705078,0.3779999911785126,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
37,26.30109405517578,11.15997314453125,15.141120910644531,0.39899998903274536,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
38,25.548749923706055,11.19598388671875,14.352766036987305,0.4139999747276306,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
39,24.9229679107666,11.15997314453125,13.762994766235352,0.4139999747276306,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
40,25.084688186645508,11.15997314453125,13.924715042114258,0.41099998354911804,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
41,23.9737491607666,11.15997314453125,12.813776016235352,0.4050000011920929,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
42,22.89093780517578,10.79998779296875,12.090950012207031,0.38999998569488525,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
43,21.232969284057617,10.5479736328125,10.684995651245117,0.35099998116493225,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
44,21.365156173706055,10.2960205078125,11.069135665893555,0.35099998116493225,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
45,20.188125610351562,10.00799560546875,10.180130004882812,0.33299997448921204,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
46,19.766250610351562,9.7919921875,9.974258422851562,0.3089999854564667,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
47,19.08562469482422,9.57598876953125,9.509635925292969,0.2849999964237213,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
48,19.10531234741211,9.39599609375,9.70931625366211,0.27300000190734863,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
49,19.12921905517578,9.39599609375,9.733222961425781,0.2639999985694885,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
50,19.12921905517578,9.3599853515625,9.769233703613281,0.257999986410141,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
51,19.708593368530273,9.3599853515625,10.348608016967773,0.257999986410141,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
52,20.152969360351562,9.39599609375,10.756973266601562,0.257999986410141,-0.0014062500558793545,0.035999998450279236,-0.03740624710917473,0.0
53,20.8448429107666,9.4320068359375,11.412836074829102,0.2639999985694885,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
54,20.837812423706055,9.468017578125,11.369794845581055,0.2639999985694885,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
55,21.175312042236328,9.57598876953125,11.599323272705078,0.2669999897480011,-0.0014062500558793545,0.0,-0.0014062500558793545,0.0
56,21.666093826293945,9.57598876953125,12.090105056762695,0.27300000190734863,-0.002812500111758709,0.0,-0.002812500111758709,0.0
57,22.1456241607666,9.68402099609375,12.461603164672852,0.2789999842643738,-0.002812500111758709,0.0,-0.002812500111758709,0.0
58,22.67156219482422,9.8280029296875,12.843559265136719,0.28199997544288635,-0.002812500111758709,0.0,-0.002812500111758709,0.0
59,22.948593139648438,9.97198486328125,12.976608276367188,0.2939999997615814,-0.002812500111758709,0.035999998450279236,-0.03881249949336052,0.0
60,23.290311813354492,10.08001708984375,13.210294723510742,0.3059999942779541,-0.002812500111758709,0.0,-0.002812500111758709,0.0
61,23.419687271118164,10.2239990234375,13.195688247680664,0.3149999976158142,-0.002812500111758709,0.0,-0.002812500111758709,0.0
62,23.512500762939453,10.33197021484375,13.180530548095703,0.3269999921321869,-0.002812500111758709,0.0,-0.002812500111758709,0.0
63,-4.120312690734863,10.33197021484375,-14.452282905578613,0.3269999921321869,-0.002812500111758709,0.0,-0.002812500111758709,0.0
64,23.415468215942383,10.33197021484375,13.083498001098633,0.3269999921321869,-0.002812500111758709,0.0,-0.002812500111758709,0.0
65,23.256563186645508,10.33197021484375,12.924592971801758,0.3269999921321869,-0.002812500111758709,0.0,-0.002812500111758709,0.0
66,23.1328125,10.33197021484375,12.80084228515625,0.3269999921321869,-0.002812500111758709,0.0,-0.002812500111758709,0.0
67,23.038593292236328,10.33197021484375,12.706623077392578,0.3240000009536743,-0.002812500111758709,0.0,-0.002812500111758709,0.0
68,22.869844436645508,10.33197021484375,12.537874221801758,0.3240000009536743,-0.002812500111758709,0.0,-0.002812500111758709,0.0
69,22.76578140258789,10.33197021484375,12.43381118774414,0.32099997997283936,-0.002812500111758709,0.0,-0.002812500111758709,0.0
70,22.653282165527344,10.33197021484375,12.321311950683594,0.32099997997283936,-0.002812500111758709,0.0,-0.002812500111758709,0.0
71,-4.120312690734863,10.33197021484375,-14.452282905578613,0.3179999887943268,-0.002812500111758709,0.0,-0.002812500111758709,0.0
